Location,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,model,brand,Car_Age
0,72000,3,1,2,19.7,796.0,46.3,5.0,1.2,150,15,13
0,90000,1,0,0,22.48,1995.0,190.0,5.0,19.5,40,1,7
1,76000,1,1,2,16.0,2179.0,140.0,7.0,12.0,1714,14,5
5,78401,1,1,0,23.2,1248.0,73.94,5.0,3.9,1231,15,8
7,38426,1,1,0,24.3,1248.0,88.5,5.0,9.13,1617,15,3
10,45000,3,1,0,15.1,1196.0,73.0,7.0,2.25,576,15,9
9,83000,3,1,0,17.5,1197.0,85.8,5.0,3.25,1441,15,8
3,50170,1,0,0,17.01,1582.0,126.2,5.0,14.79,457,8,3
9,37822,3,1,0,22.5,998.0,67.04,5.0,2.35,1632,15,10
8,33517,1,1,0,27.62,793.0,47.0,5.0,3.1,314,15,5
4,110000,1,0,0,13.01,2199.0,194.3,7.0,12.9,1319,8,6
8,60000,3,1,0,21.1,814.0,55.2,5.0,2.5,539,8,3
4,92408,3,1,0,18.5,1197.0,82.85,5.0,3.65,1858,8,7
1,45000,3,1,0,17.1,1591.0,121.3,5.0,7.5,1581,8,6
7,33793,3,1,0,18.4,1198.0,86.8,5.0,3.74,261,7,7
7,26327,3,1,0,20.4,1197.0,81.8,5.0,5.86,1483,15,3
3,20604,1,0,0,19.27,2143.0,167.62,5.0,39.62,1052,16,2
3,61386,1,1,0,25.2,1248.0,74.0,5.0,7.05,1476,15,2
4,11500,1,0,0,28.4,1248.0,74.0,5.0,7.5,1437,15,2
2,58000,1,1,0,25.44,936.0,57.6,5.0,2.1,232,3,8
4,38000,3,0,0,13.7,1798.0,157.75,5.0,11.6,1425,22,6
1,49000,1,0,2,14.84,2143.0,167.62,5.0,19.25,1046,16,8
3,72202,1,1,0,13.68,2393.0,147.8,8.0,17.92,885,24,3
8,7000,3,1,0,20.36,1197.0,78.9,5.0,3.6,1798,8,4
0,20000,1,1,2,25.8,1498.0,98.6,5.0,4.5,165,7,6
5,14061,1,1,0,21.9,1396.0,88.76,5.0,7.4,1855,8,3
3,30706,1,0,0,11.57,2987.0,254.79,5.0,59.29,754,16,2
8,51387,1,1,0,12.05,2179.0,120.0,7.0,5.5,1362,14,9
1,44000,3,1,2,15.3,1341.0,83.0,5.0,1.75,764,8,14
9,12208,3,1,0,21.4,1197.0,83.1,5.0,6.75,208,15,4
2,55000,1,1,0,16.52,1991.0,123.7,5.0,3.95,1103,3,9
9,61600,3,1,0,17.1,1591.0,121.3,5.0,4.2,1581,8,9
5,28414,3,1,0,17.0,1497.0,118.0,5.0,8.4,358,7,4
9,27853,3,0,0,17.21,1197.0,103.5,5.0,8.25,1141,25,3
1,55116,3,1,0,19.4,1198.0,86.8,5.0,3.31,257,7,7
0,26000,1,1,0,26.59,1248.0,74.0,5.0,7.5,1449,15,3
10,45496,3,1,0,17.0,1497.0,118.0,5.0,4.75,359,7,8
10,76000,1,0,2,11.18,2696.0,184.0,7.0,8.79,1401,14,7
10,136000,3,1,0,13.1,1798.0,157.75,5.0,9.5,1426,22,6
8,38127,3,1,0,19.7,796.0,46.3,5.0,1.55,152,15,10
6,82450,1,1,0,23.0,1396.0,90.0,5.0,5.85,1843,8,6
3,62497,3,1,0,15.8,1499.0,110.0,5.0,7.52,572,6,6
5,86732,1,1,0,23.08,1461.0,63.1,5.0,3.6,998,19,9
7,27969,3,1,0,19.4,1198.0,86.8,5.0,4.73,257,7,4
4,66372,1,0,0,11.18,2696.0,184.0,7.0,10.5,1401,14,7
3,73525,1,0,0,16.46,2993.0,258.0,5.0,34.54,59,1,7
7,20689,3,1,0,18.9,1197.0,81.86,5.0,6.07,778,8,2
3,25093,3,1,0,21.4,1197.0,83.1,5.0,7.76,215,15,2
3,49176,1,1,0,11.68,2498.0,112.0,8.0,7.46,1749,14,4
4,87510,1,1,0,21.8,1461.0,78.0,5.0,3.49,723,21,8
3,38214,3,1,2,18.5,1197.0,80.0,5.0,4.05,1808,8,8
7,48986,1,1,0,10.5,2835.0,107.2,6.0,11.88,1108,18,7
10,88000,3,0,0,14.53,1794.0,138.1,5.0,6.45,433,24,9
10,69002,1,0,0,15.97,2993.0,258.0,5.0,50.0,1676,1,5
10,43706,3,0,0,10.9,2497.0,215.0,5.0,9.0,3,1,9
3,58671,1,0,0,17.01,1582.0,126.2,5.0,14.25,457,8,4
3,49404,1,1,0,18.49,1493.0,100.0,7.0,7.36,1493,14,3
4,72000,1,1,0,12.05,2179.0,120.0,8.0,4.4,1382,14,10
9,24000,3,1,0,25.17,799.0,53.3,5.0,3.1,945,21,4
3,53285,3,0,0,22.5,999.0,67.0,5.0,4.28,940,21,3
10,12000,3,1,0,16.1,1197.0,85.0,5.0,5.5,1484,15,3
8,45000,1,0,0,17.0,1896.0,105.0,5.0,6.99,951,22,8
3,26234,3,1,0,24.7,796.0,47.3,5.0,4.29,136,15,2
4,55000,3,1,0,18.6,1197.0,85.8,5.0,4.2,1479,15,6
10,90000,1,1,0,23.0,1396.0,90.0,5.0,4.11,1820,8,8
9,48000,1,0,0,15.73,1968.0,174.33,5.0,18.75,1158,0,5
9,19863,1,0,0,11.57,2987.0,254.79,5.0,64.95,754,16,3
9,55000,3,1,2,19.81,1086.0,68.05,5.0,1.59,1785,8,10
8,4800,3,1,0,20.51,998.0,67.04,5.0,3.6,1640,15,4
7,38607,3,1,2,17.8,1497.0,117.3,5.0,7.87,385,7,3
9,3958,3,1,0,18.9,1197.0,81.86,5.0,5.55,778,8,2
6,74000,1,1,2,25.1,1498.0,98.6,5.0,6.4,373,7,6
9,54540,3,1,3,17.5,1298.0,85.8,5.0,2.65,1454,15,11
4,58400,3,1,0,17.5,1298.0,85.8,5.0,5.5,1460,15,5
7,73648,1,1,0,15.1,2179.0,140.0,7.0,7.31,1714,14,7
6,83000,1,1,0,28.09,1248.0,88.5,5.0,7.1,339,15,4
7,16159,1,1,0,22.32,1582.0,126.32,5.0,7.83,1579,8,4
9,150000,1,1,0,13.1,1493.0,82.0,5.0,0.85,113,8,15
9,22100,3,1,0,19.4,1198.0,86.8,5.0,3.55,259,7,6
3,35043,3,1,0,17.19,1197.0,81.86,5.0,8.19,1834,8,3
10,24000,1,0,0,18.88,1995.0,184.0,5.0,28.0,16,1,2
2,480000,1,0,0,16.96,1968.0,138.03,5.0,13.0,924,25,5
2,70000,3,1,2,15.26,1598.0,103.5,5.0,3.29,1146,25,9
10,13769,3,1,2,16.1,1197.0,85.0,5.0,4.41,1484,15,5
8,58000,1,1,0,19.01,1461.0,108.45,5.0,4.99,478,21,7
5,58000,1,0,0,18.56,1995.0,190.0,5.0,17.98,1667,1,11
3,18705,1,1,0,20.5,1248.0,91.72,5.0,7.71,200,5,2
4,32378,3,1,0,20.51,998.0,67.04,5.0,2.8,1642,15,7
8,45000,1,1,0,22.1,1248.0,76.9,5.0,3.0,1317,3,7
3,36836,1,1,0,15.1,2179.0,140.0,7.0,12.49,1714,14,5
7,54199,1,1,0,23.0,1248.0,88.8,5.0,5.0,1773,23,4
7,36935,1,0,0,18.56,1995.0,190.0,5.0,32.64,1672,1,3
2,23000,1,1,0,25.2,1248.0,74.0,5.0,6.5,1474,15,5
1,14000,1,0,0,18.12,1995.0,190.0,5.0,35.0,36,1,5
2,100073,1,1,2,25.0,1396.0,69.01,5.0,2.0,838,23,5
7,59182,1,1,0,15.1,2179.0,140.0,7.0,9.46,1714,14,5
7,72132,1,0,2,12.07,2967.0,241.4,7.0,39.0,1176,0,4
5,79000,1,0,0,18.48,1995.0,177.0,5.0,15.0,26,1,11
3,66930,3,1,0,17.1,1591.0,121.3,5.0,6.15,1581,8,7
10,100000,1,0,2,13.01,2199.0,194.3,7.0,14.5,1320,8,5
7,27413,3,0,0,20.51,998.0,67.0,5.0,5.18,1622,15,2
10,90000,3,1,2,17.3,1061.0,64.0,5.0,1.24,1630,15,13
8,40300,3,1,0,18.5,1197.0,82.85,5.0,2.8,1858,8,7
7,73783,3,0,2,13.7,1798.0,157.75,5.0,5.23,1425,22,9
10,86000,3,1,2,15.3,1341.0,83.0,5.0,0.45,765,8,15
4,65694,3,1,0,18.9,998.0,67.1,5.0,3.25,1633,15,6
8,23000,3,1,0,16.8,796.0,34.2,5.0,1.5,1094,15,5
9,51000,3,1,0,20.36,1197.0,78.9,5.0,2.85,1792,8,8
7,18335,3,1,0,21.7,999.0,67.0,5.0,4.5,939,21,2
1,36000,1,0,0,15.0,2147.0,107.3,5.0,16.25,201,16,6
9,25000,3,0,0,17.21,1197.0,103.5,5.0,7.75,1141,25,3
1,81000,1,1,3,12.05,2179.0,120.0,8.0,4.35,1387,14,13
7,21719,1,0,0,12.9,2755.0,174.5,7.0,33.13,724,24,1
3,75421,1,1,0,25.44,936.0,56.3,5.0,3.63,233,3,7
4,80000,1,1,0,12.8,2494.0,102.0,8.0,4.75,862,24,10
7,10671,3,1,0,20.85,1197.0,83.14,5.0,6.51,1452,15,2
5,4126,3,1,0,21.7,999.0,67.0,5.0,4.8,943,21,2
5,98500,1,1,0,22.95,1248.0,74.0,5.0,6.0,250,23,3
3,61578,3,1,0,18.9,1197.0,82.0,5.0,6.4,782,8,4
0,54000,1,1,0,20.34,1498.0,103.2,5.0,4.9,1539,25,6
3,70998,1,0,0,17.68,1968.0,174.33,5.0,20.57,100,0,7
8,40082,1,1,0,19.3,1248.0,73.9,5.0,4.76,1447,15,5
7,50619,3,1,0,18.0,995.0,62.0,5.0,2.0,1399,3,8
3,103905,1,0,0,22.69,1995.0,190.0,5.0,9.92,5,1,11
7,15334,3,1,0,21.1,814.0,55.2,5.0,3.69,541,8,2
5,69000,1,1,0,23.4,1248.0,74.0,5.0,5.75,1449,15,7
5,75160,1,1,0,20.14,1498.0,88.5,5.0,5.7,470,25,6
3,44753,3,1,0,18.0,1198.0,86.7,5.0,4.94,159,7,6
7,53024,3,0,0,14.4,1598.0,103.6,5.0,4.29,1555,25,8
8,23840,3,1,0,20.51,998.0,67.04,5.0,3.0,1642,15,6
5,81298,1,1,0,20.14,1498.0,88.8,5.0,6.5,1134,25,6
6,59000,3,1,2,16.47,1198.0,73.9,5.0,4.9,1144,25,5
7,51806,1,1,0,25.8,1498.0,98.6,5.0,5.4,169,7,4
4,56000,1,0,0,18.53,1968.0,187.74,5.0,24.0,108,0,6
7,29279,1,1,0,24.7,1047.0,69.0,5.0,7.46,1524,23,1
7,33550,1,0,0,21.5,1498.0,108.5,5.0,9.6,1540,25,3
5,62000,1,0,0,18.53,1968.0,187.74,5.0,25.0,108,0,6
5,66000,1,1,0,19.01,1461.0,108.5,5.0,6.8,1503,19,6
3,46630,1,0,0,21.66,1498.0,103.52,5.0,8.59,1194,22,4
5,72566,1,1,0,25.83,1498.0,99.0,5.0,5.29,707,6,4
10,51482,1,1,0,15.42,1405.0,70.0,8.0,2.5,1559,23,9
2,90000,1,0,0,14.84,2143.0,167.62,5.0,13.9,1046,16,9
6,69000,1,1,2,13.0,2982.0,168.5,7.0,20.0,732,24,6
4,90000,3,1,2,17.0,1497.0,118.0,5.0,3.4,358,7,9
9,39000,3,1,0,18.6,1197.0,81.83,5.0,5.5,1847,8,5
5,110000,1,1,2,20.54,1598.0,103.6,5.0,3.65,1548,25,8
7,68022,1,1,0,13.1,2499.0,141.0,7.0,5.86,596,6,9
3,27852,3,0,0,14.8,1497.0,121.36,5.0,10.44,552,6,2
1,58291,1,1,0,17.8,1248.0,121.36,5.0,5.0,1474,15,7
3,68439,1,1,0,23.0,1396.0,90.0,5.0,3.37,1861,8,9
4,150000,1,1,0,12.99,2494.0,100.6,8.0,6.95,874,24,9
9,14000,1,1,0,21.5,1497.0,108.5,5.0,9.9,1067,23,2
5,71558,1,1,0,20.0,1399.0,68.05,5.0,3.3,714,6,8
4,48000,1,0,2,17.85,2967.0,300.0,4.0,50.5,1119,20,7
6,65800,1,0,0,17.01,1582.0,126.2,5.0,12.5,457,8,5
5,53000,1,0,0,16.55,1968.0,140.0,5.0,20.5,84,0,6
8,14600,1,1,0,16.0,2179.0,140.0,7.0,14.5,1715,14,3
6,34429,1,0,0,13.8,2999.0,174.57,7.0,20.0,981,10,3
4,52000,1,1,0,23.4,1248.0,74.0,5.0,5.25,1449,15,6
8,25470,3,1,0,20.73,1373.0,91.1,5.0,5.9,341,15,5
10,22000,3,1,0,21.1,814.0,55.2,5.0,2.6,541,8,7
2,75000,1,0,0,11.0,2987.0,198.5,5.0,11.0,524,16,13
10,95995,1,0,0,18.48,1995.0,177.0,5.0,15.5,26,1,9
6,26877,1,1,0,24.0,1186.0,73.97,5.0,5.75,774,8,3
5,26000,1,0,0,14.47,2993.0,301.73,5.0,75.0,1698,11,5
2,140000,1,1,2,17.8,1248.0,75.0,5.0,2.0,1469,15,13
5,95291,3,1,0,17.92,1086.0,62.1,5.0,2.3,1338,8,12
5,135000,1,1,2,12.8,2494.0,102.0,8.0,8.2,871,24,11
8,32000,3,1,0,18.6,1197.0,81.83,5.0,4.8,1858,8,5
9,68333,1,0,2,11.0,2987.0,198.5,5.0,8.5,524,16,12
2,72000,1,1,0,20.0,1399.0,68.0,5.0,2.9,715,6,9
0,52100,1,1,0,21.43,1364.0,86.79,5.0,6.5,425,24,8
6,10000,3,1,0,18.9,1197.0,81.86,5.0,5.85,778,8,2
3,6261,1,1,0,16.3,1956.0,170.0,5.0,23.91,409,12,1
3,3906,3,0,0,20.89,1197.0,81.8,5.0,7.36,803,15,1
10,55960,1,1,0,11.5,2982.0,171.0,7.0,17.25,727,24,6
6,144000,1,1,0,20.54,1598.0,103.6,5.0,7.0,1547,25,7
9,38000,1,1,0,13.68,2393.0,147.8,7.0,17.65,884,24,3
6,51000,1,1,0,20.0,1399.0,68.1,5.0,2.5,710,6,7
5,150000,1,1,0,23.59,1364.0,67.05,5.0,6.0,1126,24,5
9,2500,1,1,0,18.06,2523.0,63.0,7.0,8.25,1515,14,2
7,41661,1,0,0,12.7,2179.0,187.7,5.0,44.83,1262,13,2
4,64000,1,0,0,16.07,1995.0,181.0,5.0,10.5,9,1,9
1,80000,3,1,2,13.2,1495.0,94.0,5.0,1.9,118,8,12
6,30000,3,0,2,23.1,998.0,67.04,5.0,4.25,317,15,4
2,43000,1,0,2,16.36,2179.0,187.7,5.0,26.5,1693,11,6
1,90000,1,0,2,12.4,2698.0,179.5,5.0,22.5,98,0,7
5,123880,1,1,0,23.08,1461.0,63.1,5.0,3.3,998,19,9
6,42000,3,1,2,18.0,1198.0,86.7,5.0,4.3,168,7,5
2,79824,1,1,0,19.87,1461.0,83.8,5.0,5.25,486,21,8
6,75000,1,1,0,12.99,2494.0,100.6,8.0,11.75,858,24,5
0,72411,3,1,0,18.0,1198.0,86.7,5.0,4.25,159,7,6
4,63000,1,0,0,14.94,2143.0,204.0,5.0,14.22,1054,16,8
2,53713,3,1,0,17.71,1197.0,78.9,5.0,4.2,643,24,5
4,18000,1,0,0,11.36,2755.0,171.5,8.0,18.25,889,24,3
1,51000,1,1,0,15.8,2148.0,170.0,5.0,18.5,1030,16,7
2,86700,3,1,2,16.1,1298.0,88.2,5.0,2.4,1480,15,12
8,29000,1,1,0,27.39,1248.0,74.0,5.0,6.5,210,15,4
5,56000,2,1,0,13.45,1086.0,62.1,5.0,3.2,1337,8,6
9,33000,3,0,0,23.1,998.0,67.04,5.0,3.99,311,15,5
7,64394,1,1,0,22.7,1498.0,89.84,5.0,5.45,566,6,6
5,76000,1,1,0,18.8,1248.0,90.0,5.0,2.7,986,23,10
9,48719,1,1,0,27.3,1498.0,98.6,5.0,6.25,899,7,4
3,59711,1,1,0,15.1,2179.0,140.0,7.0,13.28,1714,14,4
5,83000,1,1,0,23.08,1461.0,63.1,5.0,3.7,999,19,8
3,10714,1,0,0,19.27,2143.0,167.62,5.0,39.51,1052,16,2
5,127510,1,1,2,19.0,1248.0,90.0,5.0,1.4,985,23,10
8,35010,1,1,0,22.9,1248.0,74.0,5.0,3.5,1473,15,6
6,75451,3,1,0,17.5,1197.0,85.8,5.0,3.78,1440,15,8
10,83000,1,1,0,19.09,1405.0,69.01,5.0,2.7,848,23,5
8,38755,1,1,0,25.8,1498.0,98.6,5.0,3.2,166,7,7
4,30000,3,1,0,20.4,1197.0,81.8,5.0,5.0,1482,15,4
2,40000,1,1,0,20.77,1248.0,88.8,7.0,7.0,623,15,8
8,19500,3,1,2,18.9,1197.0,82.0,5.0,2.85,791,8,6
0,41000,3,1,0,19.69,1198.0,67.04,5.0,4.25,994,19,4
1,30000,3,1,2,18.9,1197.0,82.0,5.0,4.9,783,8,6
5,37000,1,1,0,17.1,1956.0,170.0,5.0,16.9,413,12,3
4,62000,1,1,2,22.07,1199.0,73.9,5.0,4.25,1136,25,6
10,42023,3,0,0,15.5,1198.0,86.7,5.0,4.34,162,7,5
8,51001,1,0,0,16.09,1995.0,184.0,5.0,17.0,1670,1,8
7,55389,1,0,0,18.88,1995.0,184.0,5.0,28.45,10,1,3
7,46728,3,0,0,15.6,1497.0,116.3,5.0,6.15,362,7,6
7,58995,1,1,0,12.83,2696.0,162.0,7.0,9.25,1400,14,6
4,37857,1,1,0,26.59,1248.0,74.0,5.0,4.85,1443,15,5
6,71000,1,1,0,25.2,1248.0,74.0,5.0,4.8,1474,15,6
10,49024,3,1,0,18.4,1198.0,86.8,5.0,2.3,261,7,8
9,10770,3,1,0,18.9,1197.0,82.0,5.0,4.75,795,8,4
10,72000,1,1,0,22.95,1248.0,74.0,5.0,5.0,1775,23,3
6,91000,3,1,0,21.1,814.0,55.2,5.0,2.5,541,8,5
9,14000,3,1,0,18.6,1197.0,81.83,5.0,5.95,1812,8,3
4,48000,1,0,2,9.0,1984.0,181.0,5.0,16.0,1285,26,6
4,75136,1,1,0,22.7,1498.0,89.84,5.0,6.15,568,6,6
5,32500,3,1,2,21.1,1197.0,85.8,5.0,4.05,1232,15,6
5,94500,1,1,2,21.9,1396.0,90.0,5.0,3.1,1819,8,10
5,34900,3,1,0,22.0,1197.0,81.8,5.0,5.49,500,15,7
3,42400,3,0,3,8.0,4806.0,394.3,4.0,42.91,1117,20,10
6,50000,1,1,0,17.8,1248.0,75.0,5.0,5.7,1477,15,5
8,35000,3,1,0,19.4,1198.0,86.8,5.0,2.85,259,7,6
1,37000,3,1,2,18.6,1199.0,79.4,5.0,2.35,235,3,8
3,32807,3,0,0,13.0,1591.0,121.3,5.0,14.76,467,8,2
10,119000,3,1,2,17.7,1497.0,78.0,5.0,2.25,368,7,12
9,12000,3,1,0,18.5,1197.0,85.8,5.0,3.65,1229,15,4
4,46727,1,1,0,22.77,1498.0,98.59,5.0,7.25,556,6,4
5,73336,1,0,0,13.2,1995.0,170.0,5.0,10.69,5,1,10
9,9000,3,1,2,17.01,1591.0,121.3,5.0,5.5,1580,8,6
2,240000,1,1,1,12.8,2494.0,102.0,8.0,5.1,862,24,15
9,25422,3,1,0,22.5,998.0,67.04,5.0,3.25,1632,15,6
9,14000,1,1,0,25.47,1248.0,88.5,7.0,9.25,618,15,2
5,66000,3,1,0,19.7,796.0,46.3,5.0,1.7,154,15,12
7,55324,3,1,0,19.0,998.0,66.1,5.0,2.87,73,15,10
1,90000,1,0,0,11.0,2993.0,235.0,5.0,17.75,1675,1,11
8,43000,3,1,0,18.15,1198.0,82.0,5.0,4.5,925,14,3
1,58483,3,0,2,19.2,1197.0,80.0,5.0,2.95,1794,8,12
10,93000,3,0,2,12.9,1799.0,130.0,5.0,2.6,398,7,13
5,50000,3,1,0,20.36,1197.0,78.9,5.0,3.0,1800,8,10
0,78616,1,0,2,14.84,2143.0,170.0,5.0,15.5,1049,16,6
10,37000,3,1,0,17.6,1496.0,88.73,5.0,2.8,634,24,9
8,54801,3,1,0,17.0,1497.0,118.0,5.0,2.5,348,7,10
1,29000,1,1,0,23.4,1248.0,74.0,5.0,5.75,1449,15,6
10,68000,3,1,0,22.0,1197.0,81.8,5.0,2.8,1479,15,10
8,58000,3,1,0,17.01,1591.0,121.3,5.0,4.59,1576,8,6
10,64290,1,1,0,23.2,1248.0,73.94,5.0,3.65,1231,15,8
9,31000,1,1,0,13.0,2982.0,168.5,7.0,19.85,732,24,5
10,16039,1,1,0,17.1,1956.0,170.0,5.0,18.5,408,12,2
5,19860,3,1,0,18.6,1197.0,81.83,5.0,6.95,1847,8,3
4,48500,0,1,2,26.6,998.0,58.16,5.0,2.85,1636,15,6
6,75391,1,1,0,13.93,2179.0,138.0,7.0,3.75,1061,23,8
6,78000,1,1,2,19.3,1248.0,73.9,5.0,2.3,1444,15,12
8,78000,1,1,0,25.0,1396.0,69.01,5.0,2.3,850,23,4
5,52000,1,1,0,28.4,1248.0,74.0,5.0,5.95,1461,15,4
8,30000,3,0,0,23.1,998.0,67.04,5.0,3.49,311,15,4
3,19254,1,0,0,14.69,2993.0,258.0,5.0,47.7,39,1,4
3,29651,3,1,0,16.47,1198.0,74.0,5.0,6.43,1130,25,5
1,80000,1,1,0,13.93,2179.0,138.03,7.0,4.5,1307,23,9
8,2971,3,0,0,13.6,1598.0,181.0,4.0,39.75,423,17,2
8,21400,3,1,0,15.6,1196.0,70.0,5.0,4.0,718,6,5
0,77000,1,1,0,26.0,1498.0,98.6,5.0,6.98,372,7,5
4,80000,1,1,2,12.6,1991.0,112.0,7.0,1.75,1531,8,14
4,81755,1,1,0,20.0,1968.0,108.5,5.0,4.75,956,22,7
5,99593,1,1,0,11.5,2982.0,171.0,7.0,23.5,727,24,4
5,39791,1,1,0,22.32,1582.0,126.32,5.0,7.49,1577,8,6
5,113000,1,1,0,15.1,2179.0,140.0,7.0,10.85,1711,14,5
9,24000,3,1,0,25.17,799.0,53.3,5.0,3.5,945,21,3
1,39000,3,1,2,18.6,1197.0,81.83,5.0,6.3,1844,8,5
1,37000,3,0,0,15.6,1497.0,116.3,5.0,6.75,362,7,8
3,61108,1,0,0,10.91,3198.0,197.0,7.0,28.88,598,6,3
7,61648,3,0,0,13.7,1798.0,157.75,5.0,14.23,1425,22,4
9,37000,1,0,3,22.69,1995.0,190.0,5.0,15.0,15,1,8
9,53000,0,1,0,22.8,1373.0,80.9,7.0,5.8,622,15,7
6,65000,1,1,0,23.2,1248.0,73.94,5.0,3.75,1227,15,7
6,120000,3,1,0,23.2,1086.0,73.94,5.0,1.15,1349,8,15
6,148009,1,1,2,11.5,2982.0,171.0,7.0,12.75,727,24,9
9,53001,3,1,0,16.1,1298.0,88.2,5.0,1.95,1471,15,11
9,22345,3,1,0,20.3,1199.0,84.0,5.0,4.95,1525,23,2
4,50000,3,0,0,18.0,1497.0,117.3,5.0,8.25,381,7,5
5,48183,1,0,0,13.2,1995.0,170.0,5.0,20.99,5,1,7
5,93000,1,0,2,14.21,2143.0,203.0,5.0,17.5,510,16,10
7,53500,1,1,0,28.4,1248.0,74.0,5.0,5.36,1473,15,5
4,17585,3,1,0,16.02,1373.0,93.7,7.0,6.35,620,15,6
8,36226,3,1,0,17.01,1591.0,121.3,5.0,2.95,1584,8,9
3,25899,1,0,0,12.63,2179.0,147.5,5.0,55.7,1244,13,1
8,60170,3,1,0,12.63,1086.0,62.0,5.0,1.15,1335,8,11
5,11200,1,0,0,19.27,2143.0,167.62,5.0,37.5,1050,16,3
7,49045,3,1,0,20.36,1197.0,78.9,5.0,4.07,1792,8,3
8,45000,1,1,0,22.07,1199.0,73.9,5.0,2.99,1136,25,8
4,40000,1,1,0,24.3,1248.0,88.5,5.0,7.9,1615,15,3
9,36600,1,1,0,19.87,1461.0,83.8,5.0,7.49,484,21,4
6,117000,1,1,0,18.0,1248.0,75.0,5.0,1.1,827,23,11
4,16000,1,0,0,11.3,2987.0,254.8,7.0,56.0,741,16,4
9,50000,1,1,0,25.4,1186.0,73.97,5.0,3.5,1724,8,4
5,150000,1,1,0,18.1,1493.0,110.0,5.0,3.0,1597,8,12
9,11000,3,1,0,17.01,1591.0,121.3,5.0,6.1,1580,8,6
1,102016,3,1,0,15.6,1196.0,70.0,5.0,2.25,719,6,10
2,38000,1,1,0,25.2,1248.0,74.0,5.0,5.95,1476,15,4
5,71491,1,1,0,23.08,1461.0,63.12,5.0,4.95,1150,21,7
1,46354,3,1,2,16.47,1198.0,74.0,5.0,5.49,1130,25,5
4,87000,1,0,0,22.69,1995.0,190.0,5.0,6.67,10,1,1
0,20765,3,1,0,15.0,1598.0,103.52,5.0,6.25,1210,22,5
0,58000,3,1,2,15.0,999.0,103.52,5.0,1.51,1330,8,15
3,51076,1,0,0,12.07,2967.0,241.4,7.0,34.88,1173,0,6
6,84085,1,1,0,26.21,1248.0,88.5,5.0,6.9,334,15,4
8,55000,1,1,0,25.1,1498.0,98.6,5.0,5.99,373,7,6
9,73000,3,0,0,10.93,3498.0,272.0,5.0,10.4,514,16,10
10,50001,1,0,0,14.57,2967.0,241.38,5.0,29.0,103,0,8
3,93166,1,1,2,14.02,2179.0,118.3,7.0,5.85,1751,14,4
7,99583,3,0,3,12.0,1493.0,100.0,5.0,2.21,350,7,14
9,72000,3,1,0,15.5,1586.0,103.3,5.0,2.4,1304,15,10
10,70000,3,1,3,14.53,1798.0,138.1,5.0,3.0,440,24,11
10,61000,3,0,2,14.4,1598.0,103.6,5.0,3.75,1555,25,8
10,66510,3,1,0,21.1,814.0,55.2,5.0,2.95,541,8,5
5,84062,1,1,0,20.0,1968.0,108.5,5.0,5.8,958,22,9
5,80799,1,1,0,22.9,1248.0,74.0,5.0,4.9,1473,15,8
8,5000,3,0,0,14.28,1798.0,138.03,5.0,16.95,432,24,2
5,92000,1,1,0,12.99,2494.0,100.0,8.0,12.5,858,24,7
5,53000,1,1,0,27.28,1047.0,69.0,5.0,5.0,1522,23,3
9,39822,3,1,0,15.41,1598.0,103.52,5.0,4.68,1211,22,5
9,29000,1,0,0,10.91,3198.0,197.0,7.0,29.8,598,6,4
7,24214,3,1,2,25.17,799.0,53.3,5.0,3.46,944,21,3
10,75000,1,1,0,23.0,1396.0,90.0,5.0,4.0,1815,8,8
2,77216,1,1,2,17.5,1896.0,106.0,5.0,4.5,954,22,8
7,74290,1,1,0,21.43,1364.0,87.2,5.0,5.87,438,24,7
4,61000,1,1,0,15.4,2179.0,120.0,8.0,9.5,1376,14,5
2,44000,1,0,0,14.16,1968.0,174.3,5.0,32.5,1164,0,7
3,74041,1,1,0,18.2,1248.0,73.8,8.0,3.88,611,3,6
3,85846,1,0,0,22.69,1995.0,190.0,5.0,13.08,5,1,7
4,52000,1,1,0,21.64,1461.0,84.8,5.0,3.5,1406,19,8
9,47000,3,1,2,12.8,2354.0,177.6,5.0,3.5,126,7,10
1,72010,1,1,0,16.8,1493.0,110.0,5.0,4.45,1589,8,10
6,15000,3,1,0,16.8,796.0,34.2,8.0,2.35,1092,15,5
8,480000,3,1,0,17.4,1497.0,117.3,5.0,5.0,384,7,5
8,24720,1,0,2,17.4,2967.0,241.4,5.0,28.0,111,0,8
2,75000,3,1,2,16.6,1388.0,68.0,5.0,2.0,674,6,13
9,57000,1,1,0,22.54,1396.0,88.73,5.0,6.35,1813,8,5
7,41057,1,0,0,13.0,2143.0,201.1,5.0,24.63,529,16,5
10,92000,0,1,2,26.2,998.0,58.2,5.0,3.0,1636,15,8
2,20000,1,1,0,22.77,1498.0,98.59,5.0,7.9,557,6,4
9,52359,3,1,0,18.5,1197.0,80.0,5.0,3.25,1808,8,9
4,17000,3,1,2,17.8,1497.0,117.3,5.0,8.25,385,7,4
8,39002,1,1,0,23.08,1461.0,63.1,5.0,2.85,998,19,9
10,129986,1,1,2,20.0,1399.0,68.0,5.0,3.2,711,6,10
8,45000,3,1,0,18.44,1198.0,75.0,5.0,1.75,1002,19,7
8,41300,1,1,0,17.8,1248.0,75.0,5.0,3.38,1474,15,7
0,82002,3,1,2,12.8,2354.0,177.6,5.0,5.75,126,7,11
